A0,A1,A2,A3,A4,A5,A6,A7,A8,A9,label
-0.503163694,-0.692815265,0.268261406,0.149674442,0.283176258,-0.308583256,0.528096726,0.209452454,0.128909387,-0.02363412,0
-0.485800818,-0.816878624,0.247600545,0.3567243,0.556213553,-0.410215854,0.423288575,0.096486642,0.073779275,-0.164972673,0
-0.705193107,-0.640606386,0.685239226,0.108940671,0.053377921,-0.325591318,0.516675752,0.133164848,0.117416434,-0.17406571,0
-0.626464517,-0.635574386,0.537525445,-0.064997648,-0.030233079,-0.368120362,0.503210409,0.083279988,0.094150613,-0.165349743,0
-0.27234277,-0.646433482,-0.104542284,-0.533023016,-0.348471305,-0.381059129,0.548281488,0.265935339,0.048819555,0.061742973,0
-0.114599679,-0.867122055,-0.475706794,0.607920817,-0.39124536,-0.123355342,0.459956802,-0.101236942,0.062489464,0.209469967,0
-0.439584985,-0.635046294,0.218683904,-0.379424477,-0.265185687,-0.357738112,0.660433641,0.042328457,0.132164145,0.025456362,0
-0.354195904,-0.650711016,0.067584108,-0.458512366,-0.295808443,-0.397157311,0.629709534,-0.000131451,0.080388586,0.04697996,0
-0.26234942,-0.596492178,-0.146478651,-0.579930825,-0.331461722,-0.264304382,0.665511405,0.022705912,0.054473683,0.172954979,0
-0.429380085,-0.655089304,0.186841906,-0.323206136,-0.190900729,-0.422016719,0.63170005,0.046286018,0.114441939,0.044810522,0
-0.390249849,-0.680844757,0.115267538,-0.39687976,-0.215369341,-0.42933191,0.593651591,-0.039446503,0.017052928,-0.023471114,0
-0.18202848,-0.745716534,-0.540719557,0.224282298,-0.573654498,-0.01860984,-0.235364653,0.263709646,0.007791496,0.182117893,0
-0.408325551,-0.72585756,-0.139865377,0.513142561,-0.367511175,0.006659102,-0.260891771,0.186282471,0.072667528,0.063155866,0
-0.041412287,-0.872157854,-0.624617364,0.313512496,-0.325533704,-0.086918593,-0.077668613,0.497735452,0.053752375,-0.111209593,0
-0.600892253,-0.812322303,0.271149003,0.72913457,-0.13964948,-0.161812244,-0.398355881,0.236335822,0.16146104,-0.186939193,0
-0.586220985,-0.470082571,0.236644843,-0.393391154,-0.210422245,-0.104611101,-0.144229857,0.524842559,0.280219662,0.091719806,0
-0.227129305,-0.778506951,-0.462859945,-0.105341727,0.255067971,-0.293919437,-0.224739085,0.282073162,-0.089069189,0.044622285,0
-0.67863703,-0.527884424,0.422379794,-0.224553088,-0.077292223,-0.225860608,-0.081045003,0.336744975,0.131212473,-0.033462431,0
-0.348883869,-0.619085314,-0.155062787,-0.585606723,-0.24009322,-0.234437232,-0.114493172,0.413629433,0.049079986,0.001929764,0
-0.226212445,-0.734206365,-0.45306957,0.281225292,-0.46391103,-0.048167662,-0.217779667,0.295963946,0.077554111,0.199609442,0
-0.487285854,-0.655379084,0.014908078,0.581049156,-0.172454644,0.062892337,-0.215821049,0.37499122,0.288322857,0.162699594,0
-0.395613608,-0.680678236,-0.164581872,0.079738108,0.541841428,-0.175963826,-0.207553577,0.428286597,0.179765806,0.103538765,0
-0.603898896,-0.507881202,0.275719368,-0.442472422,-0.259505993,-0.207286895,0.024687813,0.14609784,0.044995361,0.076437852,0
-0.688813536,-0.650528045,0.459943156,-0.167281039,0.070692023,-0.350253662,-0.106239059,-0.028893607,-0.016762223,-0.199566437,0
-0.679541045,-0.595819794,0.486327263,-0.345461149,-0.201530854,-0.260288097,-0.201401472,0.044440208,0.050264736,-0.263085272,0
-0.1138165,-0.912030966,-0.425866526,0.605161844,-0.481455981,-0.09108741,0.45436704,-0.274017197,0.221363461,0.203107018,0
-0.301081756,-0.94138019,-0.075079258,0.537196886,0.286883478,-0.405244732,0.434624908,-0.073292975,0.104525603,-0.075532529,0
-0.396071463,-0.805058799,-0.101012497,0.426495843,-0.258882656,-0.070217775,-0.251637308,0.028902067,0.086589424,-0.055739969,0
-0.186013364,-0.825484505,-0.400210629,0.5596448,-0.407056775,0.079970824,0.146370861,0.165646423,-0.169600169,-0.117902318,0
-0.31935618,-0.903434996,-0.111105625,0.803588323,-0.318155085,-0.118501342,-0.083158153,0.313654297,0.044910034,-0.284612238,0
0.983149972,-0.321289934,0.324753491,-0.202052092,0.128378389,-0.204632369,0.136370838,0.176579065,-0.240398833,-0.189721028,0
0.918113041,-0.553421514,0.474011329,0.912795562,-0.27717809,-0.18915087,-0.075486256,0.092858371,-0.11384711,-0.309936014,0
1.188755114,-0.445839106,-0.066666589,0.443844084,-0.314054284,0.062316808,-0.071050399,0.216261374,-0.070505284,-0.083773648,0
1.154420678,-0.442964625,-0.00872082,0.086810002,0.331572375,-0.202997318,-0.036899253,0.354714248,-0.098158242,-0.117299171,0
1.151266107,0.096977971,-0.321832468,0.46540596,-0.376373172,0.401704377,0.202489629,-0.042505444,-0.041864771,-0.084168909,0
1.186395042,-0.312296987,-0.124565842,-0.13845249,0.388904171,0.01720602,0.138686712,0.282946202,-0.179623401,0.02340762,0
1.198516885,-0.379703994,-0.139548502,0.143235522,0.104011692,-0.017548979,0.038316517,0.261378935,-0.171558944,0.011369728,0
0.559096694,-0.230435783,1.181576065,-0.059596741,-0.105959337,-0.307404595,0.156637229,0.359450243,0.057767485,-0.350009949,0
0.802482838,-0.21593586,0.732306696,-0.389755515,-0.296973798,-0.213537193,0.151798689,0.361169145,-0.015449305,-0.239239456,0
1.069764117,-0.464611359,0.153711304,0.656825786,-0.403199978,-0.000260653,-0.134671023,0.214298884,0.022927548,-0.088001682,0
0.977769132,-0.401268469,0.289879788,0.13523658,0.544657734,-0.275585064,-0.082891857,0.343423633,-0.015734983,-0.133308501,0
1.050263457,-0.453357842,0.175131694,0.441065036,0.015569017,-0.130166729,-0.19365924,0.321380988,0.055888518,-0.12051606,0
0.887285536,0.805410834,-0.223741893,-0.264371789,-0.053739696,-0.276962098,0.036079187,0.375333275,0.104746855,-0.087850527,0
0.979595329,-0.429033871,0.285200414,0.528905672,0.052051504,-0.110735717,0.043995106,-0.009584152,-0.105228163,-0.058221346,0
1.217599542,-0.356560787,-0.165403361,0.093052391,0.177392297,0.045269687,0.216812225,0.145346278,-0.145163374,0.101409921,0
1.054454212,-0.44377386,0.039955456,0.163106079,-0.366579233,-0.163209166,-0.343170965,-0.183135607,-0.113667256,0.091540259,0
1.093245447,-0.292382447,-0.080642504,-0.292090141,0.417118598,0.020510227,-0.197962504,-0.062926316,-0.030729654,0.215337603,0
1.090599291,-0.370254408,-0.06127151,0.049383269,-0.270132065,0.01598058,-0.228205161,-0.235118223,-0.082616485,0.212124412,0
1.062829761,-0.247761565,-0.028492317,-0.329389859,0.432895126,0.123936695,-0.186041688,-0.065772836,0.077425722,0.242542688,0
1.205308233,-0.430439403,-0.138603906,0.372221548,-0.416894681,0.038080751,0.055746515,0.049135834,-0.113982583,0.103267494,0
1.218027874,-0.281999538,-0.241514207,0.063902624,0.026674938,0.19472171,0.150832137,0.095397573,-0.11011749,0.256482658,0
0.858286121,-0.555230425,0.552468946,0.87360427,-0.187043148,-0.27775816,-0.054840618,-0.023995257,-0.067546934,-0.224708296,0
1.101822622,-0.39709943,0.055522497,-0.023553956,0.467523638,-0.227941333,0.095782124,0.151192083,-0.121058903,0.01694236,0
0.945408892,-0.194169198,0.425800232,-0.587927175,-0.362408509,-0.204731028,0.251813204,0.144754515,-0.106602108,-0.025038587,0
1.167345792,-0.46747155,-0.005381514,0.540956367,-0.475885067,0.065141648,0.029177032,-0.046538763,-0.077223145,-0.031496169,0
1.231706626,-0.378487055,-0.163856647,0.440125458,-0.513216555,0.357456431,0.082982442,0.031879061,0.019732159,0.087142785,0
1.192017896,-0.344639275,-0.117784944,0.496740426,-0.49122304,0.333486076,0.075223066,0.038426199,0.014068772,0.148283715,0
1.060571455,-0.525377999,0.187408227,0.66795868,-0.396098354,-0.138465277,-0.059864435,0.096564927,-0.021729577,-0.094909698,0
1.016135441,-0.290864575,0.293141927,-0.138225,0.194544099,-0.157654986,-0.25008887,0.654864401,0.470454879,-0.035599224,0
1.159905777,-0.549964326,0.117143618,0.242711132,0.212136599,-0.370250989,0.31226386,-0.162399517,0.066347097,0.020453916,0
1.16558606,-0.292183534,0.020604786,-0.191764155,0.209466731,-0.109401892,0.486684413,-0.020217229,0.135530146,0.327451425,0
1.034609766,0.607063063,-0.310650661,-0.28631366,0.0200385,-0.064780323,0.470299969,-0.104239307,0.181718333,-0.168676179,0
0.893589076,-0.363551873,0.538608117,-0.133374843,0.115117048,-0.359914493,0.29405693,0.036986733,-0.08436295,-0.12306711,0
0.775590637,-0.230370248,0.566117088,-0.501518053,-0.138124013,-0.218712375,-0.255053901,-0.046975767,-0.086406668,-0.045359871,0
-0.783040254,-0.655567256,0.667412365,-0.055120567,0.064591688,-0.330204704,-0.162766887,0.170850374,0.035568367,-0.351795463,0
-0.605186408,-0.847125427,0.299548594,0.753627903,-0.195041253,-0.174567078,-0.251977049,-1.34E-05,-0.040728785,-0.257110247,0
-0.518409957,-0.760807338,0.207975401,0.48802608,0.739632257,-0.221440933,0.206978976,0.177782602,-0.21404127,-0.307131849,0
-0.075244848,-0.783493026,-0.596291895,-0.117171348,0.409022062,-0.084618925,0.265335389,0.291076219,-0.25175753,-0.141540987,0
-0.204526357,0.096076568,-1.013261956,0.166028099,-0.54602712,0.178521012,-0.072985537,-0.278507667,0.13922025,-0.260977694,0
-0.862782231,-0.627379168,0.810829726,-0.041157432,-0.013235976,-0.309238475,-0.071472538,0.052088487,0.014788523,-0.288424921,0
-0.376321127,-0.526722894,-0.046813326,-0.642333987,-0.320297073,0.02639037,0.28286048,-0.227640896,0.301124548,0.277291785,0
-0.138574709,-0.783060171,-0.549834564,-0.101769348,0.133824131,-0.153951587,0.153738141,-0.239437334,0.171007657,0.33235187,0
-0.150378131,-0.860582829,-0.482995761,-0.125363828,0.282838889,-0.382800515,0.086208499,-0.272005896,0.155614107,0.214298611,0
-0.343824494,-0.742608199,-0.243829718,0.311620684,-0.196831602,-0.015540963,-0.320128595,0.224567394,0.090760558,0.016996259,0
-0.368388683,-0.797082139,-0.174033361,0.367693932,-0.199195695,-0.076127457,-0.378005481,0.192347193,0.086433708,-0.097895956,0
-0.465671177,-0.705830621,-0.029101827,0.300411642,0.277465727,-0.012944574,-0.332806526,0.201772019,0.141769257,-0.073323405,0
-0.613430477,-0.629359023,0.296488145,-0.075464739,0.251613304,-0.180237973,-0.262516036,0.314344067,0.195982219,-0.151037546,0
-0.755805242,-0.549148508,0.581405537,-0.218392737,-0.106222101,-0.186515733,-0.04250956,0.099726509,0.009975611,-0.180333361,0
-0.698871135,-0.630686736,0.468820676,-0.1658249,0.053058489,-0.260505527,-0.094313468,0.100656776,-0.024994548,-0.229211547,0
-0.255613881,-0.72543138,-0.375113924,0.248701985,-0.370647173,0.108715523,-0.043224839,-0.069251972,0.067908641,0.184395753,0
-0.180229523,0.136629884,-1.086274578,0.163557146,-0.611519348,0.051738506,0.019545354,-0.204642962,0.212765803,-0.023613448,0
-0.392302355,-0.671437787,-0.162456616,-0.147383995,0.451755521,-0.056063238,-0.212388172,0.175827129,0.016218401,-0.062286775,0
-0.119168881,-0.882589462,-0.46032911,0.177108121,0.228223341,-0.21817678,0.250056171,0.170274832,-0.215295932,-0.216417918,0
-0.232101845,-0.894400455,-0.221089001,0.115133944,0.498635821,-0.367403318,0.221560613,0.2080772,-0.165078843,-0.341521931,0
-0.068113794,-0.83753609,-0.565091971,0.047432561,0.298288523,-0.129402114,0.265828348,0.263643751,-0.150318175,-0.149412705,0
-0.172248887,-0.655993523,-0.350891145,-0.394059912,-0.050271132,-0.076462999,0.336600603,0.431566147,-0.011987809,-0.07830853,0
0.016764081,-0.74918052,-0.770686409,-0.025402327,0.189506916,0.016847372,0.232748558,0.361940742,-0.063212634,0.039449772,0
-0.061776555,-0.823920372,-0.583441785,0.495525723,-0.402496547,0.049093894,0.141762343,0.335794458,0.032380175,-0.010007712,0
-0.434134125,-0.572115494,0.131068839,-0.276902834,-0.093888174,-0.068695011,0.429451971,0.208758987,0.141716878,-0.011756891,0
-0.525156866,-0.877586547,0.181194301,0.436843258,0.281429056,-0.417085337,-0.019051928,-0.188868415,0.198619647,-0.000876896,0
-0.367762187,-0.896149398,0.007713415,0.893617282,-0.292543045,-0.169402865,0.22849171,0.049034856,0.11002229,-0.089485604,0
-0.248245837,-0.608525383,-0.195005919,-0.482123874,-0.166746569,0.025685708,0.463949003,0.124475449,0.051256188,-0.018192268,0
-0.47737157,-0.916998407,0.214978914,0.946730789,-0.085057341,-0.231879334,0.16239755,0.087729417,0.128145042,-0.205834875,0
-0.201694391,-0.818193785,-0.355178609,0.481391911,-0.112735503,-0.030371077,0.215035112,0.113938592,0.078442245,0.025404635,0
-0.181225379,-0.780065613,-0.40190847,0.293725022,0.11168353,-0.032695589,0.218872966,0.087231936,0.028191123,0.031826295,0
-0.196429549,-0.782187058,-0.48316749,0.19143371,-0.494794851,0.100983687,-0.286261556,0.044819162,-0.041993018,-0.027171721,0
-0.353550478,-0.801111952,-0.203944133,0.344410446,-0.291333907,-0.070704442,-0.258765277,-0.076097209,-0.098140314,-0.082679667,0
-0.402333267,-0.769313152,-0.126992642,0.401096077,-0.237419224,-0.024544821,-0.217490675,0.015399438,-0.023109228,-0.037600698,0
-0.137256558,-0.949381577,-0.329947284,0.733842642,-0.540337443,-0.069808819,0.265072523,0.104326448,-0.020791084,-0.194454798,0
-0.159642508,-0.945184382,-0.354478826,0.584819716,-0.26544108,-0.169142853,0.241497588,0.065751799,-0.150848251,-0.221887488,0
-0.302662615,-1.016278618,-0.008586889,0.96399134,-0.408655755,-0.27972933,0.215373459,0.122858348,0.021669198,-0.323141804,0
-0.293973617,-1.00796251,-0.041980928,0.939682637,-0.397849651,-0.260683414,0.211753178,0.102792989,-0.010256206,-0.318825148,0
-0.089731449,-0.953433261,-0.436644387,0.671418863,-0.579734813,-0.173168955,0.252235555,0.175331478,-0.0499979,-0.11329852,0
-0.298248015,-0.9144595,-0.116880813,0.820095161,-0.224045519,-0.131702178,0.247434245,0.089104021,-0.063690921,-0.222411963,0
-0.09934915,-0.765343021,-0.519360167,-0.094935865,0.361906789,-0.141855937,0.38738459,0.248873021,-0.135437195,-0.035253586,0
-0.397175133,-0.921343597,0.059023686,0.945257539,-0.14395009,-0.191276855,0.211403527,0.04964835,-0.068357075,-0.278389573,0
-0.402824215,-0.946200002,0.079949153,0.955212011,-0.143134739,-0.222797024,0.192498634,0.049892295,-0.063989113,-0.318060292,0
-0.312836976,-0.876170461,-0.107602823,0.837384636,-0.208973981,-0.063805915,0.229850118,0.058882766,-0.041975508,-0.193307491,0
-0.193470294,-0.904366524,-0.310367758,0.688192862,-0.31579746,-0.092022151,0.228851919,0.110029025,-0.070331291,-0.162870155,0
-0.19885966,-0.859940042,-0.306382016,0.554977114,-0.109953277,-0.042695686,0.276020357,0.185669147,-0.022016099,-0.131149441,0
-0.384903679,-0.661763615,0.136565718,-0.479342189,-0.339837954,-0.28151486,0.40540555,0.200993503,-0.067685715,-0.293347703,0
-0.386545552,-0.924227086,0.055209256,0.95064608,-0.155947526,-0.191159958,0.168231706,0.035324867,-0.036175814,-0.297187784,0
-0.400886562,-0.906987784,0.070315773,0.979411233,-0.184890828,-0.155695477,0.181959595,0.127480211,0.01766629,-0.24787178,0
-0.488627283,-0.591309994,0.295949153,-0.338023681,-0.243040578,-0.16542256,0.427151591,0.244732285,0.032322242,-0.243124841,0
-0.405236231,-0.924652879,0.089371487,0.989834796,-0.178471348,-0.191251752,0.17124982,0.141108208,0.022826667,-0.272367837,0
-0.418146475,-0.652517753,0.201064299,-0.421213675,-0.325512124,-0.261119708,0.421924932,0.330395634,0.031145235,-0.266144367,0
-0.243900389,-0.952329051,-0.18843668,0.712346076,-0.187378432,-0.208068574,0.172754037,0.144092256,-0.044483387,-0.274448537,0
-0.400637949,-0.864608687,0.055586163,0.888920949,-0.037231931,-0.156715389,0.201305005,0.159986425,0.02961299,-0.195581519,0
-0.342928738,-0.903829333,-0.0302526,0.947105463,-0.281166048,-0.112264367,0.192373696,0.174515237,0.053212136,-0.204516895,0
-0.240803179,-0.804003595,-0.274762026,0.724090815,-0.239365898,0.057596139,0.245376487,0.175247965,0.02292456,-0.041396085,0
1.092335096,-0.442340294,0.103605193,0.132240494,0.417368251,-0.218840319,0.082983543,0.189160755,-0.207132253,-0.139800131,0
0.717193423,-0.540991984,0.825192861,1.098508258,-0.065824684,-0.251346349,-0.037445222,0.12458635,-0.075881773,-0.33322987,0
-0.18754863,-0.914058153,-0.45308984,0.129580903,-0.395033326,-0.187787193,-0.305919029,-0.064992859,-0.206527341,-0.211218629,0
-0.456621743,-0.600028147,0.055491879,-0.544417231,-0.248776795,-0.15768757,-0.191729109,0.285537241,0.08689119,-0.12449439,0
-0.275267004,-0.645406674,-0.165840208,-0.265617778,0.02424349,-0.061171937,0.383455822,0.320005283,-0.098345156,-0.151735047,0
-0.059732435,-0.914078346,-0.555094612,0.165763804,0.103278689,-0.215788519,0.180179224,0.232134534,-0.206925734,-0.255080042,0
0.515939965,-0.351703835,1.07050097,0.247073459,0.515876333,-0.401837467,-0.364930798,0.056377577,0.122961038,-0.191624243,0
0.914482975,-0.531887047,0.368652059,0.454629624,-0.388100601,-0.353557994,-0.535626527,0.030171406,0.136965899,-0.058187539,0
-0.517497628,-0.612856022,0.142131974,-0.393139611,-0.070454748,-0.147446845,-0.085202381,0.055429825,-0.08191559,-0.155081495,0
-0.413971114,-0.584623398,-0.018947698,-0.672999469,-0.356603675,-0.095916743,-0.139145676,0.171027182,-0.001264678,-0.13392126,0
-0.254391922,-0.555011293,-0.405159595,-0.499127716,0.097399007,0.178162676,-0.2370828,0.370694381,0.188361969,0.079462317,0
-0.683185514,-0.707462451,0.468587945,0.211481566,0.498293776,-0.256665359,-0.610203059,0.712190086,0.621262879,-0.252102306,0
-0.69517985,-0.521767056,0.509077683,-0.203645887,-0.098873068,-0.113132753,-0.521251788,0.82196113,0.742774183,-0.11844196,0
-0.485015004,-0.533287161,0.057646122,-0.220611226,0.136162355,-0.011124604,-0.537491187,0.844299748,0.693390635,0.053686848,0
-0.626835145,-0.627655872,0.370963783,-0.049186296,0.216567976,-0.190861456,-0.613588432,0.767956422,0.692743333,-0.188220437,0
-0.548233329,-0.520807424,0.235383682,-0.382764169,-0.163726065,-0.020976965,-0.540946688,0.785760234,0.693973117,-0.090054958,0
0.71126275,-0.249039495,0.716661717,-0.529128607,-0.259421262,-0.308942412,-0.241304937,-0.091841019,-0.166569913,-0.16208357,0
0.760151704,-0.151173614,0.582620398,-0.611684479,-0.286676744,-0.08570401,-0.198323933,-0.075631627,-0.123714324,-0.023328939,0
0.698127279,-0.212191613,0.732124515,-0.50978657,-0.233090697,-0.243285464,-0.263219031,-0.152437758,-0.154530503,-0.147957976,0
0.646159565,-0.190103723,0.798415533,-0.448349863,-0.211748675,-0.270830587,-0.248136147,0.01570504,-0.071550732,-0.065809806,0
0.518850756,-0.236220263,1.051099757,-0.278149892,-0.087903109,-0.376583574,-0.319779313,-0.122271702,-0.10635775,-0.23974295,0
0.738544276,-0.211463784,0.641811333,-0.573926714,-0.2635189,-0.273248344,-0.293677015,-0.100388728,-0.157277474,-0.109598887,0
0.744344468,-0.19507361,0.625746348,-0.58494421,-0.277577659,-0.189526814,-0.255148102,-0.015978429,-0.102707321,-0.076099409,0
0.755626906,-0.182675769,0.598221397,-0.598614821,-0.283929366,-0.17221371,-0.248719459,-0.005240707,-0.099028829,-0.047427117,0
0.935141924,0.577074344,-0.265326629,0.463271359,0.21538929,0.012900832,0.176347152,-0.116408181,0.008028882,-0.24812768,0
0.735563173,0.831776847,-0.019066306,-0.630255475,-0.423851998,-0.305449309,-0.086561891,-0.107081578,-0.024052098,-0.065988774,0
0.59508726,-0.027841814,0.804992324,-0.402054616,-0.123346033,0.069998216,-0.159297749,-0.194660195,-0.179450981,0.05300882,0
0.487020332,-0.201111825,1.113759715,-0.198037477,-0.0620934,-0.310108011,-0.21414309,-0.086391816,-0.040000256,-0.156567287,0
0.775632451,0.695479595,-0.009833289,-0.485525767,-0.09385757,0.078492385,-0.094153024,-0.330565081,0.10611003,-0.284123976,0
0.692292778,0.804715891,0.065833344,-0.452215687,-0.112004818,0.049902308,-0.116203901,-0.397485511,-0.04383834,-0.181174699,0
0.391871083,-0.207665274,1.283866087,-0.077640605,0.009860749,-0.356818954,-0.257075799,-0.165204878,-0.084013086,-0.223866088,0
0.409390161,-0.143947486,1.172483304,-0.01797934,0.164736267,-0.194867889,-0.252647028,-0.213136837,-0.152919389,-0.116653706,0
0.450060991,0.036278413,1.027820498,-0.189150761,0.07726922,0.22855397,-0.16120319,-0.306137498,-0.132019355,0.031160159,0
0.476635945,-0.190687563,1.098766567,-0.155792911,0.028264966,-0.289493454,-0.243786405,-0.157875559,-0.114419182,-0.161673599,0
0.431792484,-0.098606172,1.168499062,-0.185313888,-0.064966711,-0.174304504,-0.212502777,-0.181665062,-0.084267274,-0.091502278,0
0.603103317,-0.184787777,0.86638212,-0.311475634,-0.043163986,-0.222525764,-0.240516315,-0.175498349,-0.138502115,-0.107722564,0
0.726398274,-0.062012438,0.652933808,-0.543789046,-0.333890444,-0.024210581,-0.126035191,-0.017683657,-0.05081126,0.128538466,0
0.530380624,-0.17139997,1.063853553,-0.274012664,-0.168255096,-0.241005171,-0.190789149,-0.06594825,0.014429502,-0.120650681,0
0.832045954,-0.123538119,0.466105011,-0.691678333,-0.358142455,-0.021724172,-0.150006273,-0.074362648,-0.094915261,0.052597396,0
0.815982289,-0.264987095,0.510505372,-0.530780764,-0.14271575,-0.290401527,-0.281424911,-0.187790281,-0.235743773,-0.123476949,0
0.78871509,-0.106407551,0.522232034,-0.637404303,-0.279193255,0.014590506,-0.195058599,-0.219563349,-0.182992764,0.001439414,0
0.495371003,-0.040104851,1.012206216,-0.216323196,-0.023773028,0.031198212,-0.160536129,-0.131756314,-0.063742264,0.016891553,0
0.791366342,-0.207978222,0.520302562,-0.489363755,-0.094773998,-0.164065205,-0.252638888,-0.185831127,-0.244305827,-0.068017364,0
0.860762074,-0.108522053,0.357874878,-0.59476649,-0.134537967,0.072990159,-0.17125316,-0.145331832,-0.137233184,0.103710328,0
0.571564284,0.88453172,0.207589205,-0.271475279,-0.041318217,-0.127240057,-0.16322825,-0.325176399,-0.169700464,-0.109062304,0
0.867286501,-0.152802648,0.288729353,-0.231920728,0.417977294,0.22747686,-0.200545185,-0.169563429,-0.076961336,0.120548232,0
0.780930217,0.401309373,0.271107883,-0.636300971,-0.318555395,0.262762014,-0.071061756,-0.247329371,0.105468065,-0.025399234,0
0.833669459,-0.072967768,0.496728081,-0.683489265,-0.390306134,0.197958553,-0.090087175,-0.041745143,0.047438341,0.070665283,0
0.735344985,0.721125002,0.047249988,-0.439267482,-0.06852388,0.035574937,-0.129031919,-0.366303033,0.078767311,-0.286021532,0
0.443429849,-0.169509212,1.133641008,-0.059358898,0.137385151,-0.247745246,-0.264076348,-0.182250474,-0.114977257,-0.13691211,0
0.289890922,0.209043679,1.201306962,0.013883974,0.157599177,0.469888278,-0.159952147,-0.375358398,-0.323766979,0.170321125,0
0.584643416,-0.070628426,0.780223128,-0.005764907,0.430458262,0.184288904,-0.20515805,-0.20865522,-0.092415239,0.06492341,0
0.838248128,-0.120620818,0.458533316,-0.679414928,-0.327061479,0.027397639,-0.166332218,-0.109083544,-0.078181629,0.034115396,0
0.907448396,0.565061944,-0.326305794,0.18214253,-0.156890084,0.178267116,-0.255813895,-0.442270462,0.028571645,-0.19273665,0
0.826277545,0.777683603,-0.204572975,-0.469998205,-0.094466573,-0.226652512,-0.12381034,-0.098186064,0.023472881,-0.011511472,0
0.441812529,-0.131719686,1.218137906,-0.153756347,-0.109859379,-0.208608709,-0.197240877,-0.064946621,0.06389346,-0.10884357,0
0.646454492,0.856620512,0.087053828,-0.293859346,-0.034771354,-0.159642297,-0.145217749,-0.204179074,-0.079098592,-0.052628194,0
0.872079947,0.25673887,0.059690779,-0.416628882,0.154211479,0.257665466,-0.159282136,-0.294595547,-0.008636374,-0.132924067,0
0.92798374,-0.356311179,0.299904395,-0.348289475,0.208070181,-0.26873527,-0.310407397,-0.112568608,-0.166549615,-0.099690689,0
0.828636296,-0.240785511,0.376847311,-0.182017505,0.423435287,-0.055352567,-0.274820739,-0.145617214,-0.161317068,0.027786425,0
0.769908769,-0.111316443,0.529568371,-0.52546683,-0.147158878,-0.011889947,-0.1939172,-0.111639894,-0.105958503,0.073514097,0
0.386188774,-0.078227959,1.215323511,-0.087460754,0.015622967,-0.154663033,-0.224604205,-0.129935651,-0.131898498,-0.062386887,0
0.697274032,-0.176619448,0.77478996,-0.428202283,-0.239998276,-0.189439046,-0.200147184,-0.036645489,0.016582444,-0.04388095,0
0.58447352,-0.231787861,0.838345926,0.032664653,0.454667407,-0.174007939,-0.281908628,-0.147715106,-0.089564864,-0.082901089,0
0.96368453,-0.152408807,0.075545037,-0.172326307,0.534629408,0.318591795,-0.21998205,-0.169718025,-0.100976366,0.208493855,0
0.853397833,0.686920821,-0.23724022,-0.373515661,0.152485271,-0.011771173,-0.148551049,-0.233666279,0.01697889,-0.154038556,0
0.812704503,-0.246995501,0.520854008,-0.525397526,-0.159569014,-0.264153536,-0.265477126,-0.108676501,-0.15431904,-0.079108969,0
0.402037152,-0.21186272,1.316190799,-0.099254521,-0.071064116,-0.363040881,-0.251133444,-0.086366972,0.034599818,-0.236680492,0
0.36435368,-0.164819536,1.379548986,-0.031036027,-0.061304441,-0.274442917,-0.220527739,-0.044604867,0.079048902,-0.172223447,0
0.392062566,-0.138908363,1.311369248,-0.076492817,-0.067869944,-0.229462301,-0.217452336,-0.065899318,0.063019018,-0.140242679,0
